id,name,ml_target
6979,linsyorozuya,0
6980,harshitbansal05,1
6981,federicobucchi,0
6982,brianz,0
6983,rdingwall,0
6984,agramfort,1
6985,emanlodovice,0
6986,eprev,0
6987,liuaishan,1
6988,jhaals,0
6989,lethalskillzz,0
6990,Beelzenef,0
6991,caglarergul,0
6992,sjha2048,1
6993,stephenbhope,1
6994,dominiklohmann,0
6995,fxcosta,0
6996,gilsonterra,0
6997,Cheezykins,0
6998,lord19871207,1
6999,hwangtamu,1
7000,radium-v,0
7001,sperezm97,0
7002,thediaval,0
7003,nnecec,0
7004,SpontaLeo,0
7005,aikar,0
7006,indutny,0
7007,petrbrzek,0
7008,grumpydev-net,1
7009,tekwiz,0
7010,antipin,0
7011,ejsmith,0
7012,syamkakarla98,1
7013,70kg,0
7014,MegOBonus,0
7015,mysterycommand,0
7016,ggoboogy,1
7017,hlian,0
7018,majidalavizadeh,0
7019,hannakfoo,0
7020,dmiro,0
7021,jjcorreao,1
7022,d4em0n,0
7023,bravely,0
7024,hi-manshu-kumar,0
7025,owain-stratton,0
7026,sergeyzheleznov,0
7027,jeresig,0
7028,michaeldouglas,0
7029,qmcree,0
7030,robneal,0
7031,Naramsim,0
7032,almokhtarbr,0
7033,onursimsek94,0
7034,lisaross,0
7035,ccczzzf,1
7036,jondkinney,0
7037,chapin666,0
7038,oguzhanvrl,0
7039,antopolskiy,1
7040,beninada,0
7041,gandalf1819,1
7042,matheus-crivellari,0
7043,dannyshaw,0
7044,PhilChina,0
7045,echo-Mike,1
7046,luishendrix92,0
7047,AustinRochford,1
7048,fellahi-ali,1
7049,antono,0
7050,devpato,0
7051,inje,0
7052,PierBover,0
7053,mfk-smart,0
7054,benigeri,0
7055,emodo,0
7056,athanasiosem,0
7057,gerlis18,0
7058,cmalard,0
7059,dbachrach,0
7060,lysu,1
7061,ogzcn,0
7062,alexobenauer,0
7063,phoenixSP,1
7064,suisiyuan,1
7065,FelixMalfait,0
7066,abdumu,0
7067,romanroibu,0
7068,AndrewSkelton,1
7069,kad0108,0
7070,cesaramirez,0
7071,simonmawole,0
7072,jaredcwhite,0
7073,ErickPetru,0
7074,ayush1997,1
7075,alexellis,0
7076,aleksihakli,0
7077,panfengfeng,1
7078,amruthkiran94,1
7079,tghelere,0
7080,aretecode,0
7081,snipe,0
7082,lecepin,0
7083,samvinanzi,1
7084,ShenHongFei,0
7085,dro248,1
7086,polybahn,1
7087,18600597055,1
7088,Phonbopit,0
7089,sud335,1
7090,othiym23,0
7091,jahenkor,1
7092,itzsaga,0
7093,somiari,0
7094,prasanthkarukkuvel,0
7095,DavidBendahan,0
7096,BersonCrios,0
7097,odashi,1
7098,OldQuinn,1
7099,JohannesHa,0
7100,alwint3r,0
7101,ragrok,0
7102,lukasklein,0
7103,gokaygurcan,0
7104,neonichu,0
7105,sahilbansal17,1
7106,eluleci,0
7107,ganemone,0
7108,cloderic,0
7109,sylus,0
7110,594677298,0
7111,danschoonover,1
7112,Luwangel,0
7113,ileri,1
7114,monkey-programmer,0
7115,gokul-uf,1
7116,samacker77,1
7117,MatthewScholefield,1
7118,miyachik,0
7119,SIMONNNNNNNNNN,1
7120,joaovinicius,0
7121,isrugeek,1
7122,mxgrn,0
7123,Theaxiom,0
7124,felipebastosweb,0
7125,PhilipMay,1
7126,liangtongzhuo,0
7127,LeonidasCl,1
7128,qingsong-xu,1
7129,alex-arriaga,0
7130,samt,0
7131,mosamlife,0
7132,LukeSchlangen,0
7133,opsnull,0
7134,asampat3090,1
7135,Kiryous,0
7136,benedictflorance,1
7137,frabaglia,0
7138,biodunch,0
7139,prakharchoudhary,0
7140,emoryjianghang,0
7141,swnesbitt,1
7142,eirikref,0
7143,codeex,0
7144,ktamas77,0
7145,gofornaman,1
7146,amitasviper,1
7147,RickeyBoy,1
7148,lhtin,0
7149,robrbecker,0
7150,nimble-123,0
7151,newkozlukov,0
7152,alissonpelizaro,0
7153,qcminecraft,0
7154,PmcFizz,0
7155,Brant-Ma,0
7156,GoldenCheese,1
7157,ibare,0
7158,moslandwez,1
7159,raidenz,0
7160,leuchine,1
7161,bichenkk,0
7162,pku-wuwei,1
7163,microdesign,0
7164,LionelPaulus,0
7165,hjd919,0
7166,saketkc,0
7167,rootclay,0
7168,thecyberlord,0
7169,nitinstp23,0
7170,shirejiang,0
7171,rmoralp,0
7172,ezekielaquino,0
7173,jkzing,0
7174,liuwuliuyun,1
7175,jaejunha,1
7176,thE-iNviNciblE,0
7177,christianechevarria,0
7178,ArashDerArcher,0
7179,b5710547221,0
7180,steveruizok,0
7181,forestsen,0
7182,JulianoGTZ,0
7183,john-hewitt,1
7184,IshtarGate,0
7185,Tmeister,0
7186,luoxubin,1
7187,lpgray,0
7188,happydenn,0
7189,dvmoomoodv,0
7190,Baifann,0
7191,sunfmin,0
7192,justin1121,1
7193,albertopiras,0
7194,mylukin,0
7195,silky,0
7196,giuem,0
7197,mathewphilipc,1
7198,neurotoxinvx,0
7199,JustWon,1
7200,johnwatsondev,0
7201,ricardonunesdev,0
7202,romanenko,0
7203,sekmet,0
7204,sreeram-0xb5e,1
7205,lixuancn,1
7206,mrandrewandrade,1
7207,Jaime5,1
7208,morealaz,1
7209,jaimeguaman,0
7210,ahmadalfy,0
7211,championswimmer,0
7212,FelixKri,0
7213,Ir1d,0
7214,rozbo,0
7215,subodh101,1
7216,Razatastic,0
7217,Georg-W,0
7218,moewiz,0
7219,phpzc,0
7220,jimmy18dev,0
7221,shimeng28,0
7222,Stinky-Tofu,1
7223,nirvanpagooah,0
7224,appelsiini,0
7225,elheremes,1
7226,MaxGfeller,0
7227,marcociccone,1
7228,chaselee,0
7229,Mithrilwoodrat,1
7230,klaseskilson,0
7231,abhinav-adtechs,0
7232,YellowDi,0
7233,XGHeaven,0
7234,SanjithKanagavel,0
7235,kekeho,0
7236,codehacken,1
7237,leocavalcante,0
7238,jizongFox,1
7239,markpalfreeman,0
7240,PREMPRAKASHSINGH,0
7241,forevertga,0
7242,godwinxunwang,0
7243,chriseckhardt,0
7244,foxted,0
7245,phansch,0
7246,iteong,0
7247,mpivaa,0
7248,jpchateau,0
7249,ogrergo,1
7250,sanjaynath,1
7251,santoshpurbey,1
7252,CaddyDz,0
7253,andrewcao95,1
7254,Zephyr0402,1
7255,esymeptoo,0
7256,halles,0
7257,Dandi007,1
7258,Tikam02,0
7259,andrewmunro,0
7260,LongLiveCHIEF,0
7261,eduardogch,0
7262,JaredLees,0
7263,ChaofanTao,1
7264,AndyDune,0
7265,HirotoYamamoto3,0
7266,hosjiu1702,0
7267,afonsopacifer,0
7268,maestre19,0
7269,gameknife,0
7270,RobertoPrevato,0
7271,caiofsouza,0
7272,ftfarias,1
7273,MatthewJA,1
7274,GabrielCarneiroDeveloper,0
7275,davej,0
7276,seutje,0
7277,iliuqiang,0
7278,Primroses,0
7279,robihidayat,0
7280,skeiter9,0
7281,saymagic,0
7282,aa1143,0
7283,ccorral,0
7284,lukasmartinelli,0
7285,haochenli,0
7286,cardeo,0
7287,Reta110,0
7288,taliesinb,1
7289,eljirg,1
7290,dowoncha,0
7291,rodrigok,0
7292,UnisonCodeWorks,0
7293,panco95,0
7294,herko,0
7295,rickyall,0
7296,davequinta,0
7297,divyum,1
7298,mikeres0,0
7299,SeoFood,0
7300,lxtGH,1
7301,deini,0
7302,goldcoast,0
7303,seangarner,0
7304,joshspicer,0
7305,berockguo,0
7306,mhucka,1
7307,sreegodavarthi,0
7308,ssepil,0
7309,bringking,0
7310,bugaevc,0
7311,ashwanijanghu,0
7312,bfaure,1
7313,chieroz,0
7314,bmagyar,1
7315,samagra14,1
7316,tandavala,0
7317,julianduque,0
7318,leonardo-ferreira07,0
7319,lettucebo,0
7320,gammaseeker,1
7321,ntwb,0
7322,jkk,0
7323,sssw01,0
7324,shaikhzhas,1
7325,robwalkerco,0
7326,Shies,0
7327,colesteaks,0
7328,KarlRixon,1
7329,gautamamber,1
7330,Jorghi12,1
7331,SahilC,1
7332,MatthewPChapdelaine,1
7333,alikahwaji,0
7334,russelldj,1
7335,georch,0
7336,polatbilek,1
7337,100cm,0
7338,alexandreio,0
7339,simsketch,0
7340,chunza2542,0
7341,artifacts,0
7342,rasacris,0
7343,maddhruv,0
7344,bitkylin,0
7345,piotrmacha,0
7346,oxinabox,1
7347,pkozelka,1
7348,fuzhenxin,1
7349,andreiglingeanu,0
7350,meiyouqing,0
7351,lukeberry99,0
7352,sunilnandihalli,1
7353,apuntovanini,0
7354,jdnichollsc,0
7355,PiyushGoyal443,1
7356,ederribeiro,0
7357,dhmspector,0
7358,mul1sh,0
7359,ankitksharma,1
7360,mindaslab,0
7361,goel42,1
7362,greekrode,0
7363,pranitbauva1997,0
7364,saddamcrr7,0
7365,ksakash,1
7366,ChicaoDev,0
7367,cassiodias,0
7368,KeithYokoma,0
7369,phoenixzqy,0
7370,psambit9791,1
7371,arunsatyarth,1
7372,mahapo,0
7373,hggeorgiev,0
7374,filipeximenes,0
7375,blackccpie,1
7376,rahatarmanahmed,0
7377,GertjanReynaert,0
7378,MasterIzumi,1
7379,Gutem,0
7380,lanshark,0
7381,balsikandar,1
7382,jefft255,1
7383,JunGao95,1
7384,krzysztof-magosa,0
7385,geoffharcourt,0
7386,krichprollsch,0
7387,jingedawang,1
7388,neo-mashiro,1
7389,huzidaha,0
7390,eshaan90,1
7391,NutshellySima,1
7392,arturoleon,0
7393,sercand,0
7394,ricmoo,0
7395,emersonsoares,0
7396,josecanhelp,0
7397,caioblima,0
7398,cocowh,0
7399,lsqy,0
7400,93gaurav93,0
7401,leventebalogh,0
7402,Jatin-8898,0
7403,briankoech,0
7404,aleexzhang,0
7405,forrestbing,1
7406,Vermeille,1
7407,ajoros,1
7408,crizzs,0
7409,prabod,0
7410,Jevin754,1
7411,mathiasgrimm,0
7412,Cecil0o0,0
7413,lzf0402,0
7414,fengminchao,0
7415,easepan,0
7416,Utenaq,1
7417,Luis-Palacios,0
7418,netaddi,1
7419,ardeshir,0
7420,jyangtum,1
7421,MarShin,1
7422,prateekguptaiiitk,1
7423,AkshayRaul,0
7424,nati,0
7425,NimitzDEV,0
7426,extreme-assistant,1
7427,csgsky,0
7428,tanzhongyibidu,1
7429,danpoynor,0
7430,juno249,0
7431,making,0
7432,caiooaugusto,0
7433,lz199144,1
7434,kanhua,1
7435,ryotarai,0
7436,devarajphukan,1
7437,jsmayo,0
7438,savokiss,0
7439,chrisfosterelli,0
7440,justin107,0
7441,GregoireHebert,0
7442,benaadams,0
7443,swyoon,1
7444,ofou,1
7445,prannayk,0
7446,leoyb,0
7447,coreymcmahon,0
7448,Sergic,0
7449,funcwj,1
7450,szaghi,0
7451,brynner,0
7452,amishas157,0
7453,AnnaBrakowska,0
7454,IBYoung,0
7455,SpongeBobSun,0
7456,sinkcup,0
7457,mouradev,0
7458,AsbertMa,0
7459,TOKdawn,0
7460,mrb,0
7461,magedevjosh,0
7462,luuman,0
7463,arisng,0
7464,hyonzin,1
7465,sangnguyenplus,0
7466,Pawka,0
7467,kertal,0
7468,garcianavalon,0
7469,dminkovsky,0
7470,tabokie,0
7471,clivewalkden,0
7472,glauberportella,0
7473,WynterDing,0
7474,DylanAllen,0
7475,seanrife,0
7476,Strum355,0
7477,dhananjaymehta,1
7478,alister,0
7479,pixelsize,0
7480,TerenceWang,1
7481,huguiqi,0
7482,Yorko,1
7483,hoxsec,0
7484,ane,0
7485,alexandrevicenzi,0
7486,loris,0
7487,affige,1
7488,gplv2,0
7489,newagebegins,0
7490,linersheng,0
7491,ryanpcmcquen,0
7492,coudenysj,0
7493,JohnRattz,1
7494,molovo,0
7495,Centaur,0
7496,shmsw25,1
7497,niaogege,0
7498,simpleapples,0
7499,aploium,1
7500,jmsv,0
7501,bmann,0
7502,FaisalAbid,0
7503,swiftdiaries,1
7504,p3k,0
7505,masiur,0
7506,jadielam,1
7507,1995parham,0
7508,dandanlee,0
7509,TylerBrock,0
7510,darklordli,0
7511,g3k0,0
7512,salexzee,0
7513,angus-c,0
7514,abhijeet2015,0
7515,DarrenMan,0
7516,sis0k0,0
7517,joshaidan,0
7518,NaKouNa,0
7519,eseiker,0
7520,georgesimos,0
7521,mamomu,0
7522,nims11,1
7523,malinosqui,0
7524,sarathchandra97,1
7525,squareRoot3,1
7526,TaurusXi,0
7527,mohamed-akef,0
7528,roadev,0
7529,edoardo849,0
7530,ApoorvSaxena,0
7531,linusg,0
7532,logangorence,0
7533,GyuminLee,1
7534,JonathanItakpe,0
7535,akdilsiz,0
7536,PCTipsGR,0
7537,Duroktar,0
7538,hadihammurabi,0
7539,cthem,1
7540,qiangzi7723,0
7541,dLobatog,0
7542,GlenGithub,0
7543,krunal3kapadiya,1
7544,Alexorz,0
7545,JT-Ushio,1
7546,joehdodd,0
7547,jogboms,0
7548,NONGFUER,0
7549,christianrd,0
7550,sillylogger,0
7551,danresende,1
7552,owususamuel,1
7553,enilsen16,0
7554,kabirbaidhya,0
7555,kdwycz,1
7556,GD06,1
7557,0xsuu,1
7558,Rolos,0
7559,lucasbsimao,1
7560,brunoanken,0
7561,Lijie0981,0
7562,pissang,0
7563,jrslv,0
7564,LynnScarlett,0
7565,ohlookitsderpy,0
7566,annygutierrez,1
7567,sebdeckers,0
7568,luzmcosta,0
7569,jackbdu,0
7570,forrestbe,0
7571,mikewei,1
7572,felipemarinho97,0
7573,kodie,0
7574,luuuyi,1
7575,mohammedmatar,0
7576,GiacomoMineo,0
7577,bagheria,1
7578,heavensloop,0
7579,XiaoGene,1
7580,JiahuiLei,1
7581,andrerpena,0
7582,StorytellerCZ,0
7583,cpurta,1
7584,MoistCode,0
7585,mauricekleine,0
7586,fantasyKing,0
7587,ilkerhalil,0
7588,caiogranero,0
7589,Docyue,0
7590,darkodemic,0
7591,gemacjr,0
7592,andrehNSFW,0
7593,threeq,0
7594,shengslogar,0
7595,argolo,0
7596,leoChaoGlut,1
7597,DavidLiedle,0
7598,jysperm,0
7599,kaidul,1
7600,DannyFeliz,0
7601,reeselaye,0
7602,tianxuzhang,0
7603,tccbest,0
7604,mizuka-wu,0
7605,hagzag,0
7606,LcsK,0
7607,mitchellvanw,0
7608,runelaenen,0
7609,crazygirlfym,1
7610,VenDream,0
7611,interaminense,0
7612,allspiritseve,0
7613,TY-Cheng,1
7614,cjroth,0
7615,thebapi,0
7616,inatu,0
7617,saeedseyfi,0
7618,rodolfoestevam,0
7619,akangaziz,0
7620,mimukit,0
7621,jpbernius,0
7622,EYHN,0
7623,aplatanado,1
7624,carol007,1
7625,icrtiou,1
7626,NutNon,0
7627,andreascreten,0
7628,icedream,0
7629,alioygur,0
7630,TechnoSayge,0
7631,VakinduPhilliam,0
7632,richardaum,0
7633,henriquenasc,0
7634,Flowsnow,1
7635,kh-kim,1
7636,eksahin,0
7637,firashamila33,0
7638,ChinHui-Chen,1
7639,jgrossi,0
7640,excalibur44,1
7641,Kodrin,0
7642,hermesnetto,0
7643,extend1994,0
7644,brunobrasilweb,0
7645,nathanlentz,0
7646,eniz,0
7647,haehn,1
7648,jszpila,0
7649,savkov,1
7650,dengel29,0
7651,ShihanUTSA,1
7652,Log1x,0
7653,q977734161,1
7654,orhanobut,0
7655,crispinheneise,0
7656,gregorybolkenstijn,0
7657,narayand4,0
7658,iesteban,0
7659,CaseyKelly,0
7660,1046102779,1
7661,brunoqualhato,0
7662,sergiomeza,0
7663,ouyangshikang,0
7664,MAXakaWIZARD,0
7665,dimaip,0
7666,bhatabhijithn,1
7667,pawiromitchel,0
7668,No5stranger,0
7669,shakirul15-311,1
7670,DMarby,0
7671,friconelli,0
7672,abhinaykumar,0
7673,matheuspiaui,0
7674,Jaggle,0
7675,elinaldosoft,0
7676,humford,0
7677,Feywell,1
7678,thejsj,0
7679,orsenthil,1
7680,denniss17,0
7681,factsfinder,0
7682,derpixler,0
7683,beduffy,1
7684,ahmetsina,0
7685,devcircus,0
7686,iesta,0
7687,jhonyskywalker,0
7688,githinkcn,0
7689,adelsedighi,0
7690,AndriiSiuta,0
7691,celso,0
7692,jamesduan,0
7693,cpolitano,0
7694,chrisscastaneda,0
7695,mberkom,0
7696,qualiaa,0
7697,KellyHwong,0
7698,rubenarslan,1
7699,SiddAjriY2Jaccount,1
7700,esomnofu,0
7701,ntuwang,0
7702,HJava,0
7703,gicappa,0
7704,bettiolo,0
7705,rodrigodma,0
7706,LinShanify,1
7707,Bloss,0
7708,hamedbaatour,0
7709,noeleon930,0
7710,nkbt,0
7711,derekli66,0
7712,shivenmian,0
7713,gustavlrsn,0
7714,sheweichun,0
7715,ikucheriavenko,0
7716,kirakik,0
7717,TAKETODAY,0
7718,Enrique199413,0
7719,plusplusjiajia,1
7720,hayoung-kim,1
7721,mnapoli,0
7722,ainiaa,0
7723,sendya,0
7724,jpark96,1
7725,dzboy,1
7726,rbudiharso,0
7727,doorBW,1
7728,Tom32i,0
7729,phareim,0
7730,HuangDayu,0
7731,rldt,0
7732,erickluan,0
7733,sanjayankur31,0
7734,krishnr,0
7735,HexRabbit,1
7736,hasanakg,0
7737,prrashi,0
7738,rajanand02,0
7739,theosp,0
7740,ccforward,0
7741,rossgardt,0
7742,P1n3appl3,1
7743,figure8labs,1
7744,hveiras,0
7745,afifsohaili,0
7746,dancryer,0
7747,javahub,0
7748,ALSchwalm,1
7749,saintplay,0
7750,NoahZu,0
7751,danyork,0
7752,stoneWangL,0
7753,nekomeowww,0
7754,Wei-Xia,0
7755,chandanndeep,0
7756,chris-martin,0
7757,timelessz,0
7758,jackjennings,0
7759,samuelterra22,0
7760,haijianyang,0
7761,Georgette,0
7762,Gabri3l,0
7763,krgn,0
7764,Fax,0
7765,khan-farhan,1
7766,shiv19,1
7767,dvdrtrgn,0
7768,puik,1
7769,lewismc,0
7770,Chemaclass,0
7771,MummyDing,1
7772,alexiscordova,0
7773,KevCaz,0
7774,ianrtracey,0
7775,jonpappalord,1
7776,cuneydtural,0
7777,Triple-Z,0
7778,imwcl,0
7779,JayHuster,1
7780,stigwue,0
7781,androolloyd,0
7782,acheema90,0
7783,overkazaf,0
7784,aaronjolson,1
7785,Wei-1,1
7786,mrmoree,0
7787,TracyMcgrady6,1
7788,teabow,0
7789,patrickmn,0
7790,lbassin,0
7791,ferbncode,1
7792,Machy8,0
7793,ravishchawla,0
7794,bhague1281,0
7795,Thunderlbc,1
7796,paul-phan,0
7797,flyingalex,0
7798,mylxsw,0
7799,cai-lw,1
7800,ozorku,0
7801,shalakhin,0
7802,ShenJieSuzhou,1
7803,christirichards,0
7804,Ekhoo,0
7805,AdeDZY,1
7806,lexor90,0
7807,helianthuswhite,0
7808,anishsheela,0
7809,spiderings,0
7810,Robin-front,0
7811,martinjc,0
7812,itzrahulsoni,0
7813,Gabriel-Kang,1
7814,mx54039q,1
7815,glo26,0
7816,ajhsu,0
7817,ZeningQu,1
7818,ryanscherler,0
7819,mangelsnc,0
7820,mmatl,1
7821,amanjain1992,0
7822,binoysinha,0
7823,JonahAragon,0
7824,maksimluzik,0
7825,jawil,0
7826,jindulys,0
7827,bmcclure,0
7828,elmariofredo,0
7829,alexfarrill,0
7830,guspavia,1
7831,SiTaggart,0
7832,scaelles,1
7833,MohammedRashad,0
7834,KSanjayReddy,1
7835,geek,0
7836,qaisjp,1
7837,linyang23,0
7838,taoeaten,0
7839,jomonkj,0
7840,hozefaj,0
7841,dily3825002,0
7842,chz,0
7843,dgfigueroa29,0
7844,Newt0n,0
7845,patricknelson,0
7846,coderbyheart,0
7847,eed3si9n,1
7848,gcraig,0
7849,mgmgpyaesonewin,0
7850,jfresco,0
7851,hu-zhiyu,1
7852,ifyour,0
7853,Tao-Quixote,0
7854,alnutile,0
7855,sampathg9,0
7856,n3tr,0
7857,dtun,0
7858,MinuKang,0
7859,terinjokes,0
7860,FenrirWillow,0
7861,ricann,1
7862,lin826,0
7863,kuznetsovandrey76,0
7864,edavidj,0
7865,pandazheng,0
7866,QCCS,0
7867,kapsali29,1
7868,asch3ron,0
7869,meigesir,0
7870,MichaelYxWang,1
7871,YuefanZhu,1
7872,teodortalov,0
7873,adamsdotter,0
7874,bz866,1
7875,Code-0x00,1
7876,BAI-Yeqi,1
7877,ipang-dwi,0
7878,iblis17,0
7879,777720,0
7880,cspanring,0
7881,manuasir,0
7882,libin1991,0
7883,Alinshans,1
7884,Saka7,0
7885,Basilakis,0
7886,hogenishi,0
7887,staticnull,0
7888,Seb-L,0
7889,AnixPasBesoin,0
7890,adhaka,1
7891,tevko,0
7892,biancassilva,0
7893,luckykris,0
7894,Ckbhatia,1
7895,tang-junjie,0
7896,matthieumoreau,0
7897,abradley2,0
7898,codejamninja,0
7899,maykefreitas,0
7900,apbendi,0
7901,ceciliavision,1
7902,SunJieMing,0
7903,3xxx,0
7904,notandrewkaye,0
7905,j3l11234,1
7906,aryraj,1
7907,moyui,0
7908,tamorim,0
7909,Olaw2jr,0
7910,cvle,0
7911,davilious,0
7912,bodokaiser,0
7913,JuZiSang,0
7914,itsmepetrov,0
7915,cleanunicorn,0
7916,AvikHasija,0
7917,stevenfollis,0
7918,iampujan,1
7919,adamzr,0
7920,TahiriAbdou,0
7921,cosmomathieu,0
7922,Raul1718,0
7923,snwfdhmp,1
7924,Deol,0
7925,hcjk,0
7926,leonardovilarinho,0
7927,gouthamkallempudi,1
7928,Beth3346,0
7929,sri-ni,0
7930,matzika,1
7931,Bioinformatics-Surgeon,0
7932,jondeandres,0
7933,kaierlong,1
7934,ishaantaylor,1
7935,qizhuli,1
7936,monzy613,0
7937,encaion,1
7938,PedramMarandi,0
7939,HCMY,1
7940,10xLaCroixDrinker,0
7941,BraulioV,1
7942,mustafah15,0
7943,AliMD,0
7944,Jeffwan,1
7945,jwangkun,0
7946,abdalrahman-ahmed,0
7947,hokaccha,0
7948,ehsangazar,0
7949,system65,0
7950,engrsriram,1
7951,exagil,0
7952,92arpitgoyal,0
7953,HyunjunJeon,1
7954,LuaxY,0
7955,rldnjs3258,1
7956,Showfom,0
7957,ISosnovik,1
7958,labnol,0
7959,isGabe,0
7960,donatj,0
7961,fmosca,0
7962,christiancoleman,0
7963,mingzhaochina,1
7964,ammadk,0
7965,guylepage3,0
7966,skcin7,0
7967,ferralucho,0
7968,muratdogan17,0
7969,terenceponce,0
7970,duythien,0
7971,leninhasda,0
7972,b-z,0
7973,duboya,1
7974,atomicptr,0
7975,EINDEX,0
7976,cloudhead,1
7977,allanpaiste,0
7978,ceosilvajr,0
7979,dantehemerson,0
7980,eslizn,1
7981,amughalbscs16,1
7982,Yesterday17,0
7983,abaga129,0
7984,Imsiaocong,1
7985,grok,0
7986,Marcus20,0
7987,pascaldekloe,1
7988,clsung,0
7989,micafe,0
7990,ZhouYK,0
7991,leotada,0
7992,cesarferreira,0
7993,FGRibreau,0
7994,mateuszzwierzycki,1
7995,thiagoricieri,0
7996,KeoH,0
7997,amansrivastava17,1
7998,superlin,0
7999,fardog,0
8000,jeneser,0
8001,natdm,0
8002,erfansahaf,0
8003,bennuttall,1
8004,ajainvivek,0
8005,AxeMea,0
8006,Luehang,0
8007,Dr-D12345,1
8008,jakemmarsh,0
8009,lagden,0
8010,kazuki-ma,0
8011,johann-petrak,1
8012,dkzlv,0
8013,apostolidhs,0
8014,Ged0,1
8015,saibotd,0
8016,newming,0
8017,pixari,0
8018,boye,0
8019,kendemu,1
8020,JR93,0
8021,hifiveszu,0
8022,jindigiordano,0
8023,samuelbeek,1
8024,hellozhangran,0
8025,nelsonkimaiga,0
8026,razonrus,0
8027,konkontos,1
8028,YoongChanKim,1
8029,brycehenson,1
8030,robertgrzonka,0
8031,Glitchbone,0
8032,rejahrehim,0
8033,booler,1
8034,maxchou415,0
8035,milky2028,0
8036,Twipped,0
8037,jalalazimi,0
8038,scottluskcis,0
8039,senorcarbone,1
8040,bfmjr,0
8041,larrytin,1
8042,bespider,1
8043,gield,1
8044,martin-svk,0
8045,aladin002dz,0
8046,dustingetz,0
8047,gitaarik,0
8048,loganwhite,1
8049,pwaring,0
8050,renatogalvones,0
8051,lrosa007,0
8052,joolsa,1
8053,andyyankai,0
8054,biezhi,0
8055,kanalasumant,0
8056,andrs1294,0
8057,iglocska,0
8058,PaulCapestany,0
8059,fmind,0
8060,DevelopCarlosMD,1
8061,SoyGema,1
8062,ohtangza,0
8063,simonoff,0
8064,calebdel,0
8065,thrashr888,0
8066,miyamotok0105,1
8067,YoshifumiShiiba,0
8068,calini,0
8069,mcgtts,0
8070,puzankov,0
8071,swider,0
8072,johannydls,0
8073,marceloperini,0
8074,cherishsantosh,0
8075,jf---,1
8076,DanielJDufour,0
8077,ha2emnomer,1
8078,superscott,0
8079,gotin,0
8080,ruthmd,0
8081,mschipperheyn,0
8082,antoinechalifour,0
8083,conan7882,1
8084,deuxpi,0
8085,lucassoares,0
8086,surrenderios,0
8087,gmarcial,0
8088,losfair,0
8089,guidomb,0
8090,mahon94,1
8091,ErichDonGubler,0
8092,jonahseguin,0
8093,markpairdha,1
8094,lampropoul,0
8095,DarringZhang,1
8096,jiazt,0
8097,UtkarshGupta-CS,0
8098,abhishektiwari,0
8099,naeem95,0
8100,mxmtsk,0
8101,robzienert,0
8102,aswinzz,0
8103,chihimng,0
8104,jinyx728,1
8105,blardo,0
8106,JoshTheDerf,0
8107,boxp,0
8108,rafaelsilvestre,0
8109,YangKing0834131,1
8110,jmackie,0
8111,jakswa,0
8112,IS908,1
8113,dhruv857,0
8114,jtleon,0
8115,PassionZale,0
8116,appinho,1
8117,SitiBanc,0
8118,FarhadMohammadi,0
8119,liuzwei,1
8120,charlesliucn,1
8121,shannonmoeller,0
8122,pubdreamcc,0
8123,chrislonge,0
8124,Geon-wooBryanKim,0
8125,jackaduma,1
8126,suhitp,1
8127,FreeCTB,1
8128,cschram,0
8129,CacheDoor,0
8130,scottwernervt,0
8131,priteshrnandgaonkar,1
8132,Toruitas,0
8133,stonexjr,0
8134,Hzzone,1
8135,dsugden,0
8136,salamer,0
8137,andreas-weber,0
8138,erwanp,1
8139,clairton,0
8140,borankux,0
8141,karldoenitz,0
8142,jasonhavenD,1
8143,hansenmakangiras,0
8144,amanvishnani,0
8145,Drea1989,1
8146,FX196,1
8147,PatrickChrist,1
8148,1602,0
8149,ZengTianShengZ,0
8150,bbrodriges,0
8151,kiknaio,0
8152,max-min,1
8153,godofwharf,1
8154,mrgrain,0
8155,JackyChiu,0
8156,pbalan,0
8157,mthli,0
8158,cnobile2012,0
8159,602903230,0
8160,tak-wah,1
8161,VRamazing,1
8162,lpan,0
8163,akalongman,0
8164,axelx5,0
8165,maciejczyzewski,0
8166,devhero,0
8167,chuyik,0
8168,packagethief,0
8169,PDFangeltop1,1
8170,AlexeyBuzdin,0
8171,aalekz,0
8172,skevy,0
8173,kishorevaishnav,0
8174,1beb,0
8175,davelab6,0
8176,classpro,0
8177,osteele,0
8178,hopeztm7500,1
8179,iseekwonderful,0
8180,XuYanci,0
8181,pipo02mix,0
8182,namanbiyani,1
8183,ivalue2333,1
8184,banqhsia,0
8185,SirRawlins,0
8186,anchitagarwal,1
8187,77Vincent,0
8188,rahul2041,0
8189,timkinnane,0
8190,WendellAdriel,0
8191,AcroMace,0
8192,lnikell,0
8193,moggers87,0
8194,gsouf,0
8195,aferreira44,0
8196,carrierlxk,1
8197,prakasa1904,0
8198,songanz,1
8199,flexzuu,0
8200,thescientist13,0
8201,Vezarachan,0
8202,harlanc,0
8203,alessandromarotta,0
8204,franklinharvey,0
8205,shvelo,0
8206,chiawase,0
8207,dedoogong,1
8208,svenjacobs,0
8209,JHurricane96,1
8210,debaonline4u,1
8211,feilaoda,0
8212,erayhanoglu,0
8213,fanmcgrady,1
8214,roachmd,0
8215,kimkevin,0
8216,JRJurman,0
8217,KaylaX,1
8218,fedeLarregle,1
8219,matthewharwood,0
